5,500,0
6,500,1
7,500,1
8,500,1
3,510,1
4,510,4
5,510,1
6,510,1
7,510,1
8,510,1
3,520,1
4,520,4
5,520,3
6,520,0
7,520,0
8,520,0
3,530,1
4,530,4
5,530,4
6,530,0
7,530,0
8,530,0
3,540,1
4,540,4
5,540,4
6,540,0
7,540,0
8,540,0
3,550,1
4,550,4
5,550,4
6,550,0
7,550,0
8,550,0
3,560,1
4,560,4
5,560,4
6,560,0
7,560,0
8,560,0
3,570,1
4,570,4
5,570,4
6,570,0
7,570,0
8,570,0
3,580,1
4,580,4
5,580,4
6,580,0
7,580,0
8,580,0
3,590,1
4,590,4
5,590,4
6,590,0
7,590,0
8,590,0
3,600,1
4,600,4
5,600,4
6,600,0
7,600,0
8,600,0
3,610,1
4,610,4
5,610,4
6,610,0
7,610,0
8,610,0
3,620,1
4,620,4
5,620,4
6,620,0
7,620,0
8,620,0
3,630,1
4,630,4
5,630,4
6,630,0
7,630,0
8,630,0
3,640,1
4,640,4
5,640,4
6,640,0
7,640,0
8,640,0
3,650,1
4,650,4
5,650,4
6,650,0
7,650,0
8,650,0
3,660,1
4,660,4
5,660,4
6,660,0
7,660,0
8,660,0
3,670,1
4,670,4
5,670,4
6,670,0
7,670,0
8,670,0
3,680,1
4,680,4
5,680,4
6,680,0
7,680,0
8,680,0
3,690,1
4,690,4
5,690,4
6,690,0
7,690,0
8,690,0
3,700,1
4,700,4
5,700,4
6,700,0
7,700,0
8,700,0
3,710,1
4,710,4
5,710,4
6,710,0
7,710,0
8,710,0
3,720,1
4,720,4
5,720,4
6,720,0
7,720,0
8,720,0
3,730,1
4,730,4
5,730,3
6,730,3
7,730,0
8,730,0
3,740,1
4,740,3
5,740,4
6,740,4
7,740,0
8,740,0
3,750,1
4,750,4
5,750,4
6,750,3
7,750,0
8,750,0
3,760,1
4,760,4
5,760,3
6,760,4
7,760,0
8,760,0
3,770,1
4,770,3
5,770,4
6,770,4
7,770,0
8,770,0
3,780,1
4,780,4
5,780,4
6,780,3
7,780,0
8,780,0
3,790,1
4,790,3
5,790,4
6,790,4
7,790,0
8,790,0
3,800,1
4,800,3
5,800,4
6,800,4
7,800,0
8,800,0
3,810,1
4,810,4
5,810,4
6,810,3
7,810,0
8,810,0
3,820,1
4,820,3
5,820,4
6,820,4
7,820,0
8,820,0
3,830,1
4,830,4
5,830,3
6,830,4
7,830,0
8,830,0
3,840,1
4,840,4
5,840,4
6,840,3
7,840,0
8,840,0
3,850,1
4,850,3
5,850,4
6,850,4
7,850,0
8,850,0
3,860,1
4,860,4
5,860,3
6,860,4
7,860,0
8,860,0
3,870,1
4,870,3
5,870,4
6,870,4
7,870,0
8,870,0
3,880,1
4,880,4
5,880,4
6,880,3
7,880,1
8,880,0
3,890,1
4,890,4
5,890,3
6,890,4
7,890,0
8,890,0
3,900,1
4,900,3
5,900,4
6,900,4
7,900,0
8,900,0
3,910,1
4,910,4
5,910,4
6,910,3
7,910,0
8,910,0
3,920,1
4,920,3
5,920,4
6,920,4
7,920,0
8,920,0
3,930,1
4,930,3
5,930,4
6,930,4
7,930,0
8,930,0
3,940,1
4,940,4
5,940,3
6,940,3
7,940,3
8,940,0
3,950,1
4,950,3
5,950,4
6,950,3
7,950,4
8,950,0
3,960,1
4,960,4
5,960,3
6,960,4
7,960,3
8,960,0
3,970,1
4,970,3
5,970,4
6,970,3
7,970,4
8,970,0
3,980,1
4,980,3
5,980,3
6,980,3
7,980,4
8,980,0
3,990,1
4,990,4
5,990,3
6,990,4
7,990,3
8,990,0
3,1000,1
4,1000,3
5,1000,4
6,1000,3
7,1000,4
8,1000,0
3,1010,1
4,1010,4
5,1010,3
6,1010,4
7,1010,3
8,1010,0
3,1020,1
4,1020,3
5,1020,4
6,1020,3
7,1020,4
8,1020,0
3,1030,1
4,1030,3
5,1030,4
6,1030,3
7,1030,4
8,1030,0
3,1040,1
4,1040,4
5,1040,3
6,1040,4
7,1040,3
8,1040,0
3,1050,1
4,1050,3
5,1050,4
6,1050,3
7,1050,4
8,1050,0
3,1060,1
4,1060,4
5,1060,3
6,1060,4
7,1060,3
8,1060,0
3,1070,1
4,1070,3
5,1070,3
6,1070,4
7,1070,3
8,1070,0
3,1080,1
4,1080,3
5,1080,4
6,1080,3
7,1080,4
8,1080,0
3,1090,1
4,1090,4
5,1090,3
6,1090,4
7,1090,3
8,1090,0
3,1100,1
4,1100,3
5,1100,4
6,1100,3
7,1100,4
8,1100,0
3,1110,1
4,1110,3
5,1110,3
6,1110,3
7,1110,4
8,1110,0
3,1120,1
4,1120,3
5,1120,4
6,1120,4
7,1120,3
8,1120,0
3,1130,1
4,1130,3
5,1130,4
6,1130,3
7,1130,4
8,1130,0
3,1140,1
4,1140,4
5,1140,3
6,1140,4
7,1140,3
3,1150,1
4,1150,3
5,1150,4
6,1150,4
7,1150,3
3,1160,1
4,1160,4
5,1160,3
6,1160,3
7,1160,4
3,1170,1
4,1170,4
5,1170,3
6,1170,4
7,1170,3
3,1180,1
4,1180,3
5,1180,4
6,1180,3
7,1180,4
3,1190,1
4,1190,4
5,1190,3
6,1190,3
7,1190,4
3,1200,1
4,1200,3
5,1200,4
6,1200,4
7,1200,3
3,1210,1
4,1210,4
5,1210,3
6,1210,3
7,1210,4
3,1220,1
4,1220,3
5,1220,4
6,1220,4
7,1220,3
3,1230,1
4,1230,3
5,1230,4
6,1230,4
7,1230,3
3,1240,1
4,1240,4
5,1240,3
6,1240,3
7,1240,4
3,1250,1
4,1250,4
6,1250,4
7,1250,3
3,1260,1
4,1260,4
6,1260,3
3,1270,1
4,1270,4
6,1270,4
3,1280,1
4,1280,4
6,1280,4
3,1290,1
4,1290,4
6,1290,4
3,1300,1
4,1300,4
6,1300,4
3,1310,1
4,1310,4
3,1320,1
4,1320,4
3,1330,1
4,1330,4
3,1340,1
4,1340,4
